State,Date,Cured(cumsum),Deaths(cumsum),Confirmed(cumsum),Cured,Deaths,Confirmed
Uttar Pradesh,2021-01-06,568892,8433,589611,928,20,729
Uttar Pradesh,2021-01-07,569959,8441,590339,1067,8,728
Uttar Pradesh,2021-01-08,570605,8452,590844,646,11,505
Uttar Pradesh,2021-01-09,571606,8469,591610,1001,17,766
Uttar Pradesh,2021-01-10,572773,8481,592475,1167,12,865
Uttar Pradesh,2021-01-11,573542,8495,593171,769,14,696
Uttar Pradesh,2021-01-12,574312,8504,593680,770,9,509
Uttar Pradesh,2021-01-13,575101,8514,594175,789,10,495
Uttar Pradesh,2021-01-14,575980,8529,594641,879,15,466
Uttar Pradesh,2021-01-15,576519,8543,595142,539,14,501
Uttar Pradesh,2021-01-16,577475,8558,595614,956,15,472
Uttar Pradesh,2021-01-17,578405,8570,596137,930,12,523
Uttar Pradesh,2021-01-18,579071,8576,596528,666,6,391
Uttar Pradesh,2021-01-19,579693,8580,596904,622,4,376
Uttar Pradesh,2021-01-20,580482,8584,597238,789,4,334
Uttar Pradesh,2021-01-21,581164,8591,597628,682,7,390
Uttar Pradesh,2021-01-22,581509,8597,597823,345,6,195
Uttar Pradesh,2021-01-23,581993,8605,598126,484,8,303
Uttar Pradesh,2021-01-24,582506,8609,598445,513,4,319
Uttar Pradesh,2021-01-25,583014,8617,598713,508,8,268
Uttar Pradesh,2021-01-26,583470,8624,598907,456,7,194
Uttar Pradesh,2021-01-27,584039,8632,599208,569,8,301
Uttar Pradesh,2021-01-28,584372,8636,599376,333,4,168
Uttar Pradesh,2021-01-29,584752,8642,599624,380,6,248
Uttar Pradesh,2021-01-30,585273,8646,599837,521,4,213
Uttar Pradesh,2021-01-31,585747,8650,600079,474,4,242
Uttar Pradesh,2021-02-01,586116,8658,600299,369,8,220
Uttar Pradesh,2021-02-02,586505,8662,600470,389,4,171
Uttar Pradesh,2021-02-03,586967,8668,600642,462,6,172
Uttar Pradesh,2021-02-04,587398,8674,600837,431,6,195
Uttar Pradesh,2021-02-05,587661,8680,600970,263,6,133
Uttar Pradesh,2021-02-06,587984,8682,601128,323,2,158
Uttar Pradesh,2021-02-07,588148,8686,601272,164,4,144
Uttar Pradesh,2021-02-08,588818,8687,601385,670,1,113
Uttar Pradesh,2021-02-09,589322,8691,601455,504,4,70
Uttar Pradesh,2021-02-10,589565,8691,601562,243,0,107
Uttar Pradesh,2021-02-11,589771,8696,601723,206,5,161
Uttar Pradesh,2021-02-12,589882,8696,601898,111,0,175
Uttar Pradesh,2021-02-13,590071,8698,602001,189,2,103
Uttar Pradesh,2021-02-14,590292,8699,602089,221,1,88
Uttar Pradesh,2021-02-15,590448,8702,602190,156,3,101
Uttar Pradesh,2021-02-16,590570,8704,602248,122,2,58
Uttar Pradesh,2021-02-17,590787,8704,602344,217,0,96
Uttar Pradesh,2021-02-18,591013,8707,602410,226,3,66
Uttar Pradesh,2021-02-19,591194,8709,602490,181,2,80
Uttar Pradesh,2021-02-20,591359,8712,602592,165,3,102
Uttar Pradesh,2021-02-21,591559,8714,602705,200,2,113
Uttar Pradesh,2021-02-22,591700,8715,602785,141,1,80
Uttar Pradesh,2021-02-23,591787,8716,602869,87,1,84
Uttar Pradesh,2021-02-24,591989,8718,602975,202,2,106
Uttar Pradesh,2021-02-25,592192,8721,603103,203,3,128
Uttar Pradesh,2021-02-26,592327,8723,603232,135,2,129
Uttar Pradesh,2021-02-27,592441,8725,603350,114,2,118
Uttar Pradesh,2021-02-28,592556,8725,603427,115,0,77
Uttar Pradesh,2021-03-01,592699,8725,603527,143,0,100
Uttar Pradesh,2021-03-02,592803,8727,603608,104,2,81
Uttar Pradesh,2021-03-03,592901,8728,603711,98,1,103
Uttar Pradesh,2021-03-04,593035,8728,603788,134,0,77
Uttar Pradesh,2021-03-05,593149,8729,603907,114,1,119
Uttar Pradesh,2021-03-06,593288,8729,604034,139,0,127
Uttar Pradesh,2021-03-07,593704,8729,604164,416,0,130
Uttar Pradesh,2021-03-08,593895,8737,604279,191,8,115
Uttar Pradesh,2021-03-09,594008,8738,604380,113,1,101
Uttar Pradesh,2021-03-10,594109,8740,604527,101,2,147
Uttar Pradesh,2021-03-11,594109,8740,604527,0,0,0
Uttar Pradesh,2021-03-12,594219,8740,604648,110,0,121
Uttar Pradesh,2021-03-13,594396,8743,604958,177,3,310
Uttar Pradesh,2021-03-14,594550,8745,605112,154,2,154
Uttar Pradesh,2021-03-15,594693,8746,605290,143,1,178
Uttar Pradesh,2021-03-16,594855,8748,605441,162,2,151
Uttar Pradesh,2021-03-17,594993,8750,605655,138,2,214
Uttar Pradesh,2021-03-18,595150,8751,605915,157,1,260
Uttar Pradesh,2021-03-19,595259,8753,606229,109,2,314
Uttar Pradesh,2021-03-20,595382,8757,606609,123,4,380
Uttar Pradesh,2021-03-21,595518,8758,607050,136,1,441
Uttar Pradesh,2021-03-22,595743,8759,607538,225,1,488
Uttar Pradesh,2021-03-23,595920,8760,608076,177,1,538
Uttar Pradesh,2021-03-24,596101,8764,608709,181,4,633
Uttar Pradesh,2021-03-25,596286,8769,609443,185,5,734
Uttar Pradesh,2021-03-26,596451,8773,610273,165,4,830
Uttar Pradesh,2021-03-27,596698,8779,611301,247,6,1028
Uttar Pradesh,2021-03-28,596953,8783,612403,255,4,1102
Uttar Pradesh,2021-03-29,597320,8786,613798,367,3,1395
Uttar Pradesh,2021-03-30,597619,8790,615078,299,4,1280
Uttar Pradesh,2021-03-31,598001,8800,615996,382,10,918
Uttar Pradesh,2021-04-01,598535,8811,617194,534,11,1198
Uttar Pradesh,2021-04-02,599045,8820,619783,510,9,2589
Uttar Pradesh,2021-04-03,599827,8836,622736,782,16,2953
Uttar Pradesh,2021-04-04,600577,8850,625923,750,14,3187
Uttar Pradesh,2021-04-05,601440,8881,630059,863,31,4136
Uttar Pradesh,2021-04-06,602319,8894,634033,879,13,3974
Uttar Pradesh,2021-04-07,603495,8924,639928,1176,30,5895
Uttar Pradesh,2021-04-08,604979,8964,645930,1484,40,6002
Uttar Pradesh,2021-04-09,606063,9003,654404,1084,39,8474
Uttar Pradesh,2021-04-10,606646,9039,663991,583,36,9587
Uttar Pradesh,2021-04-11,608853,9085,676739,2207,46,12748
Uttar Pradesh,2021-04-12,611622,9152,692015,2769,67,15276
Uttar Pradesh,2021-04-13,614819,9224,705619,3197,72,13604
Uttar Pradesh,2021-04-14,618293,9309,723582,3474,85,17963
Uttar Pradesh,2021-04-15,622810,9376,744021,4517,67,20439
Uttar Pradesh,2021-04-16,627032,9480,766360,4222,104,22339
Uttar Pradesh,2021-04-17,633461,9583,793720,6429,103,27360
Uttar Pradesh,2021-04-18,641292,9703,821054,7831,120,27334
Uttar Pradesh,2021-04-19,650333,9830,851620,9041,127,30566
Uttar Pradesh,2021-04-20,661311,9997,879831,10978,167,28211
Uttar Pradesh,2021-04-21,675702,10159,909405,14391,162,29574
Uttar Pradesh,2021-04-22,689900,10346,942511,14198,187,33106
Uttar Pradesh,2021-04-23,706414,10541,976765,16514,195,34254
Uttar Pradesh,2021-04-24,728980,10737,1013370,22566,196,36605
Uttar Pradesh,2021-04-25,752211,10959,1051314,23231,222,37944
Uttar Pradesh,2021-04-26,777844,11165,1086625,25633,206,35311
Uttar Pradesh,2021-04-27,804563,11414,1120176,26719,249,33551
Uttar Pradesh,2021-04-28,834961,11678,1153097,30398,264,32921
Uttar Pradesh,2021-04-29,870864,11943,1182848,35903,265,29751
Uttar Pradesh,2021-04-30,896477,12238,1217952,25613,295,35104
Uttar Pradesh,2021-05-01,928971,12570,1252324,32494,332,34372
Uttar Pradesh,2021-05-02,967797,12874,1282504,38826,304,30180
Uttar Pradesh,2021-05-03,1004447,13162,1313361,36650,288,30857
Uttar Pradesh,2021-05-04,1043134,13447,1342413,38687,285,29052
Uttar Pradesh,2021-05-05,1081817,13798,1368183,38683,351,25770
Uttar Pradesh,2021-05-06,1122669,14151,1399294,40852,353,31111
Uttar Pradesh,2021-05-07,1151571,14501,1425916,28902,350,26622
Uttar Pradesh,2021-05-08,1184688,14873,1453679,33117,372,27763
Uttar Pradesh,2021-05-09,1219409,15170,1480315,34721,297,26636
Uttar Pradesh,2021-05-10,1254045,15464,1503490,34636,294,23175
Uttar Pradesh,2021-05-11,1283754,15742,1524767,29709,278,21277
Uttar Pradesh,2021-05-12,1313112,16043,1545212,29358,301,20445
Uttar Pradesh,2021-05-13,1340251,16369,1563235,27139,326,18023
Uttar Pradesh,2021-05-14,1359676,16646,1580980,19425,277,17745
Uttar Pradesh,2021-05-15,1385855,16957,1596627,26179,311,15647
Uttar Pradesh,2021-05-16,1414259,17238,1609140,28404,281,12513
Uttar Pradesh,2021-05-17,1439096,17546,1619645,24837,308,10505
Uttar Pradesh,2021-05-18,1462141,17817,1628990,23045,271,9345
Uttar Pradesh,2021-05-19,1483249,18072,1637663,21108,255,8673
Uttar Pradesh,2021-05-20,1502918,18352,1644849,19669,280,7186
Uttar Pradesh,2021-05-21,1516508,18588,1651530,13590,236,6681
Uttar Pradesh,2021-05-22,1534176,18760,1659212,17668,172,7682
Uttar Pradesh,2021-05-23,1551716,18978,1665176,17540,218,5964
Uttar Pradesh,2021-05-24,1565802,19209,1669891,14086,231,4715
Uttar Pradesh,2021-05-25,1577720,19362,1673785,11918,153,3894
Uttar Pradesh,2021-05-26,1588161,19519,1677508,10441,157,3723
Uttar Pradesh,2021-05-27,1598701,19712,1680684,10540,193,3176
Uttar Pradesh,2021-05-28,1605696,19899,1683865,6995,187,3181
Uttar Pradesh,2021-05-29,1613841,20053,1686138,8145,154,2273
Uttar Pradesh,2021-05-30,1621743,20208,1688152,7902,155,2014
Uttar Pradesh,2021-05-31,1628456,20346,1690016,6713,138,1864
Uttar Pradesh,2021-06-01,1633947,20497,1691488,5491,151,1472
Uttar Pradesh,2021-06-02,1639572,20672,1692709,5625,175,1221
Uttar Pradesh,2021-06-03,1644511,20787,1693992,4939,115,1283
Uttar Pradesh,2021-06-04,1648771,20895,1695212,4260,108,1220
Uttar Pradesh,2021-06-05,1652417,21031,1696325,3646,136,1113
Uttar Pradesh,2021-06-06,1656763,21151,1697352,4346,120,1027
Uttar Pradesh,2021-06-07,1659209,21236,1698389,2446,85,1037
Uttar Pradesh,2021-06-08,1662069,21333,1699083,2860,97,694
Uttar Pradesh,2021-06-09,1664295,21425,1699787,2226,92,704
Uttar Pradesh,2021-06-10,1666001,21516,1700476,1706,91,689
Uttar Pradesh,2021-06-11,1667232,21597,1701072,1231,81,596
Uttar Pradesh,2021-06-12,1668874,21667,1701668,1642,70,596
Uttar Pradesh,2021-06-13,1670631,21735,1702172,1757,68,504
Uttar Pradesh,2021-06-14,1671852,21786,1702624,1221,51,452
Uttar Pradesh,2021-06-15,1672968,21858,1702937,1116,72,313
Uttar Pradesh,2021-06-16,1674072,21914,1703207,1104,56,270
Uttar Pradesh,2021-06-17,1674999,21963,1703458,927,49,251
Uttar Pradesh,2021-06-18,1675684,22030,1703733,685,67,275
Uttar Pradesh,2021-06-19,1676458,22081,1703882,774,51,149
Uttar Pradesh,2021-06-20,1677050,22132,1704139,592,51,257
Uttar Pradesh,2021-06-21,1677611,22178,1704358,561,46,219
Uttar Pradesh,2021-06-22,1678089,22224,1704476,478,46,118
Uttar Pradesh,2021-06-23,1678486,22282,1704678,397,58,202
Uttar Pradesh,2021-06-24,1678788,22336,1704790,302,54,112
Uttar Pradesh,2021-06-25,1679096,22366,1705014,308,30,224
Uttar Pradesh,2021-06-26,1679416,22381,1705220,320,15,206
Uttar Pradesh,2021-06-27,1679744,22443,1705384,328,62,164
Uttar Pradesh,2021-06-28,1679913,22518,1705596,169,75,212
Uttar Pradesh,2021-06-29,1680174,22559,1705779,261,41,183
Uttar Pradesh,2021-06-30,1680428,22577,1705951,254,18,172
Uttar Pradesh,2021-07-01,1680720,22591,1706107,292,14,156
Uttar Pradesh,2021-07-02,1680980,22601,1706268,260,10,161
Uttar Pradesh,2021-07-03,1681208,22616,1706384,228,15,116
Uttar Pradesh,2021-07-04,1681412,22622,1706495,204,6,111
Uttar Pradesh,2021-07-05,1681717,22640,1706621,305,18,126
Uttar Pradesh,2021-07-06,1681912,22646,1706739,195,6,118
Uttar Pradesh,2021-07-07,1682130,22656,1706818,218,10,79
Uttar Pradesh,2021-07-08,1682321,22666,1706934,191,10,116
Uttar Pradesh,2021-07-09,1682579,22676,1707044,258,10,110
Uttar Pradesh,2021-07-10,1682741,22689,1707127,162,13,83
Uttar Pradesh,2021-07-11,1682924,22693,1707225,183,4,98
Uttar Pradesh,2021-07-12,1683058,22698,1707350,134,5,125
Uttar Pradesh,2021-07-13,1683170,22700,1707446,112,2,96
Uttar Pradesh,2021-07-14,1683319,22704,1707502,149,4,56
Uttar Pradesh,2021-07-15,1683453,22704,1707585,134,0,83
Uttar Pradesh,2021-07-16,1683551,22705,1707655,98,1,70
Uttar Pradesh,2021-07-17,1683691,22711,1707741,140,6,86
Uttar Pradesh,2021-07-18,1683797,22715,1707822,106,4,81
Uttar Pradesh,2021-07-19,1683866,22719,1707847,69,4,25
Uttar Pradesh,2021-07-20,1683968,22728,1707884,102,9,37
Uttar Pradesh,2021-07-21,1684123,22737,1707953,155,9,69
Uttar Pradesh,2021-07-22,1684230,22739,1708005,107,2,52
Uttar Pradesh,2021-07-23,1684286,22743,1708057,56,4,52
Uttar Pradesh,2021-07-24,1684372,22748,1708114,86,5,57
Uttar Pradesh,2021-07-25,1684471,22749,1708152,99,1,38
Uttar Pradesh,2021-07-26,1684537,22750,1708155,66,1,3
Uttar Pradesh,2021-07-27,1684601,22750,1708208,64,0,53
Uttar Pradesh,2021-07-28,1684674,22754,1708226,73,4,18
Uttar Pradesh,2021-07-29,1684790,22755,1708313,116,1,87
Uttar Pradesh,2021-07-30,1684834,22755,1708373,44,0,60
Uttar Pradesh,2021-07-31,1684925,22756,1708410,91,1,37
Uttar Pradesh,2021-08-01,1684973,22756,1708441,48,0,31
Uttar Pradesh,2021-08-02,1685049,22763,1708476,76,7,35
Uttar Pradesh,2021-08-03,1685091,22763,1708500,42,0,24
Uttar Pradesh,2021-08-04,1685125,22765,1708562,34,2,62
Uttar Pradesh,2021-08-05,1685170,22767,1708623,45,2,61
Uttar Pradesh,2021-08-06,1685220,22770,1708649,50,3,26
Uttar Pradesh,2021-08-07,1685299,22771,1708689,79,1,40
Uttar Pradesh,2021-08-08,1685357,22773,1708716,58,2,27
Uttar Pradesh,2021-08-09,1685406,22773,1708772,49,0,56
Uttar Pradesh,2021-08-10,1685449,22774,1708793,43,1,21
Uttar Pradesh,2021-08-11,1685492,22775,1708812,43,1,19
Uttarakhand,2020-03-15,0,0,1,-1685492,-22775,-1708811
Uttarakhand,2020-03-16,0,0,1,0,0,0
Uttarakhand,2020-03-17,0,0,1,0,0,0
Uttarakhand,2020-03-18,0,0,1,0,0,0
Uttarakhand,2020-03-19,0,0,1,0,0,0
Uttarakhand,2020-03-20,0,0,3,0,0,2
Uttarakhand,2020-03-21,0,0,3,0,0,0
Uttarakhand,2020-03-22,0,0,3,0,0,0
Uttarakhand,2020-03-23,0,0,3,0,0,0
Uttarakhand,2020-03-24,0,0,4,0,0,1
Uttarakhand,2020-03-25,0,0,4,0,0,0
Uttarakhand,2020-03-26,0,0,5,0,0,1
Uttarakhand,2020-03-27,0,0,5,0,0,0
Uttarakhand,2020-03-28,0,0,5,0,0,0
Uttarakhand,2020-03-29,2,0,7,2,0,2
Uttarakhand,2020-03-30,2,0,7,0,0,0
Uttarakhand,2020-03-31,2,0,7,0,0,0
Uttarakhand,2020-04-01,2,0,7,0,0,0
Uttarakhand,2020-04-02,2,0,7,0,0,0
Uttarakhand,2020-04-03,2,0,10,0,0,3
Uttarakhand,2020-04-04,2,0,16,0,0,6
Uttarakhand,2020-04-05,2,0,22,0,0,6
Uttarakhand,2020-04-06,4,0,26,2,0,4
Uttarakhand,2020-04-07,5,0,31,1,0,5
Uttarakhand,2020-04-08,5,0,31,0,0,0
Uttarakhand,2020-04-09,5,0,35,0,0,4
Uttarakhand,2020-04-10,5,0,35,0,0,0
Uttarakhand,2020-04-11,5,0,35,0,0,0
Uttarakhand,2020-04-12,5,0,35,0,0,0
Uttarakhand,2020-04-13,5,0,35,0,0,0
Uttarakhand,2020-04-14,7,0,35,2,0,0
Uttarakhand,2020-04-15,9,0,37,2,0,2
Uttarakhand,2020-04-16,9,0,37,0,0,0
Uttarakhand,2020-04-17,9,0,37,0,0,0
Uttarakhand,2020-04-18,9,0,42,0,0,5
Uttarakhand,2020-04-19,9,0,42,0,0,0
Uttarakhand,2020-04-20,11,0,44,2,0,2
Uttarakhand,2020-04-21,18,0,46,7,0,2
Uttarakhand,2020-04-22,19,0,46,1,0,0
Uttarakhand,2020-04-23,23,0,46,4,0,0
Uttarakhand,2020-04-24,24,0,47,1,0,1
Uttarakhand,2020-04-25,25,0,48,1,0,1
Uttarakhand,2020-04-26,26,0,50,1,0,2
Uttarakhand,2020-04-27,33,0,51,7,0,1
Uttarakhand,2020-04-28,33,0,51,0,0,0
Uttarakhand,2020-04-29,34,0,54,1,0,3
Uttarakhand,2020-04-30,36,0,55,2,0,1
Uttarakhand,2020-05-01,36,0,57,0,0,2
Uttarakhand,2020-05-02,36,0,58,0,0,1
Uttarakhand,2020-05-03,39,0,59,3,0,1
Uttarakhand,2020-05-04,39,1,60,0,1,1
Uttarakhand,2020-05-05,39,1,60,0,0,0
Uttarakhand,2020-05-06,39,1,61,0,0,1
Uttarakhand,2020-05-07,39,1,61,0,0,0
Uttarakhand,2020-05-08,39,1,61,0,0,0
Uttarakhand,2020-05-09,46,1,63,7,0,2
Uttarakhand,2020-05-10,46,1,67,0,0,4
Uttarakhand,2020-05-11,46,1,68,0,0,1
Uttarakhand,2020-05-12,46,1,68,0,0,0
Uttarakhand,2020-05-13,46,1,69,0,0,1
Uttarakhand,2020-05-14,46,1,72,0,0,3
Uttarakhand,2020-05-15,50,1,78,4,0,6
Uttarakhand,2020-05-16,51,1,82,1,0,4
Uttarakhand,2020-05-17,51,1,88,0,0,6
Uttarakhand,2020-05-18,52,1,92,1,0,4
Uttarakhand,2020-05-19,52,1,93,0,0,1
Uttarakhand,2020-05-20,52,1,111,0,0,18
Uttarakhand,2020-05-21,53,1,122,1,0,11
Uttarakhand,2020-05-22,54,1,146,1,0,24
Uttarakhand,2020-05-23,56,1,153,2,0,7
Uttarakhand,2020-05-24,56,2,244,0,1,91
Uttarakhand,2020-05-25,58,3,317,2,1,73
Uttarakhand,2020-05-26,58,3,349,0,0,32
Uttarakhand,2020-05-27,64,4,401,6,1,52
Uttarakhand,2020-05-28,79,4,469,15,0,68
Uttarakhand,2020-05-29,79,4,500,0,0,31
Uttarakhand,2020-05-30,102,5,716,23,1,216
Uttarakhand,2020-05-31,102,5,749,0,0,33
Uttarakhand,2020-06-01,102,5,907,0,0,158
Uttarakhand,2020-06-02,222,6,958,120,1,51
Uttarakhand,2020-06-03,252,7,1043,30,1,85
Uttarakhand,2020-06-04,282,8,1085,30,1,42
Uttarakhand,2020-06-05,297,10,1153,15,2,68
Uttarakhand,2020-06-06,344,11,1215,47,1,62
Uttarakhand,2020-06-07,423,11,1303,79,0,88
Uttarakhand,2020-06-08,528,13,1355,105,2,52
Uttarakhand,2020-06-09,714,13,1411,186,0,56
Uttarakhand,2020-06-10,755,13,1537,41,0,126
Uttarakhand,2020-06-11,831,15,1562,76,2,25
Uttarakhand,2020-06-12,842,15,1643,11,0,81
Uttarakhand,2020-06-13,947,21,1724,105,6,81
Uttarakhand,2020-06-14,1077,23,1785,130,2,61
Uttarakhand,2020-06-15,1111,24,1819,34,1,34
Uttarakhand,2020-06-16,1189,24,1845,78,0,26
Uttarakhand,2020-06-17,1216,25,1942,27,1,97
Uttarakhand,2020-06-18,1254,26,2023,38,1,81
Uttarakhand,2020-06-19,1386,26,2102,132,0,79
Uttarakhand,2020-06-20,1433,26,2177,47,0,75
Uttarakhand,2020-06-21,1450,27,2301,17,1,124
Uttarakhand,2020-06-22,1500,27,2344,50,0,43
Uttarakhand,2020-06-23,1521,28,2402,21,1,58
Uttarakhand,2020-06-24,1602,30,2535,81,2,133
Uttarakhand,2020-06-25,1721,35,2623,119,5,88
Uttarakhand,2020-06-26,1758,36,2691,37,1,68
Uttarakhand,2020-06-27,1822,37,2725,64,1,34
Uttarakhand,2020-06-28,1912,37,2791,90,0,66
Uttarakhand,2020-06-29,2018,38,2823,106,1,32
Uttarakhand,2020-06-30,2111,39,2831,93,1,8
Uttarakhand,2020-07-01,2231,41,2881,120,2,50
Uttarakhand,2020-07-02,2317,41,2947,86,0,66
Uttarakhand,2020-07-03,2405,42,2984,88,1,37
Uttarakhand,2020-07-04,2481,42,3048,76,0,64
Uttarakhand,2020-07-05,2502,42,3093,21,0,45
Uttarakhand,2020-07-06,2524,42,3124,22,0,31
Uttarakhand,2020-07-07,2586,42,3161,62,0,37
Uttarakhand,2020-07-08,2621,43,3230,35,1,69
Uttarakhand,2020-07-09,2650,46,3258,29,3,28
Uttarakhand,2020-07-10,2672,46,3305,22,0,47
Uttarakhand,2020-07-11,2706,46,3373,34,0,68
Uttarakhand,2020-07-12,2718,46,3417,12,0,44
Uttarakhand,2020-07-13,2786,47,3537,68,1,120
Uttarakhand,2020-07-14,2856,49,3608,70,2,71
Uttarakhand,2020-07-15,2867,50,3686,11,1,78
Uttarakhand,2020-07-16,2948,50,3785,81,0,99
Uttarakhand,2020-07-17,2995,50,3982,47,0,197
Uttarakhand,2020-07-18,3021,51,4102,26,1,120
Uttarakhand,2020-07-19,3081,52,4276,60,1,174
Uttarakhand,2020-07-20,3116,52,4515,35,0,239
Uttarakhand,2020-07-21,3212,55,4642,96,3,127
Uttarakhand,2020-07-22,3297,55,4849,85,0,207
Uttarakhand,2020-07-23,3349,57,5300,52,2,451
Uttarakhand,2020-07-24,3399,60,5445,50,3,145
Uttarakhand,2020-07-25,3399,60,5445,0,0,0
Uttarakhand,2020-07-26,3495,63,5961,96,3,516
Uttarakhand,2020-07-27,3566,63,6104,71,0,143
Uttarakhand,2020-07-28,3675,66,6328,109,3,224
Uttarakhand,2020-07-29,3720,70,6587,45,4,259
Uttarakhand,2020-07-30,3811,72,6866,91,2,279
Uttarakhand,2020-07-31,3996,76,7065,185,4,199
Uttarakhand,2020-08-01,4168,80,7183,172,4,118
Uttarakhand,2020-08-02,4330,83,7447,162,3,264
Uttarakhand,2020-08-03,4437,86,7593,107,3,146
Uttarakhand,2020-08-04,4538,90,7800,101,4,207
Uttarakhand,2020-08-05,4847,95,8008,309,5,208
Uttarakhand,2020-08-06,5233,98,8254,386,3,246
Uttarakhand,2020-08-07,5427,98,8552,194,0,298
Uttarakhand,2020-08-08,5731,112,8901,304,14,349
Uttarakhand,2020-08-09,5963,117,9402,232,5,501
Uttarakhand,2020-08-10,6134,125,9632,171,8,230
Uttarakhand,2020-08-11,6301,134,10021,167,9,389
Uttarakhand,2020-08-12,6470,136,10432,169,2,411
Uttarakhand,2020-08-13,6687,140,10886,217,4,454
Uttarakhand,2020-08-14,7014,143,11302,327,3,416
Uttarakhand,2020-08-15,7502,147,11615,488,4,313
Uttarakhand,2020-08-16,7748,151,11940,246,4,325
Uttarakhand,2020-08-17,8100,152,12175,352,1,235
Uttarakhand,2020-08-18,8485,158,12493,385,6,318
Uttarakhand,2020-08-19,8724,164,12961,239,6,468
Uttarakhand,2020-08-20,9132,178,13225,408,14,264
Uttarakhand,2020-08-21,9433,187,13636,301,9,411
Uttarakhand,2020-08-22,9676,192,14083,243,5,447
Uttarakhand,2020-08-23,10021,195,14566,345,3,483
Uttarakhand,2020-08-24,10480,200,15124,459,5,558
Uttarakhand,2020-08-25,10912,207,15529,432,7,405
Uttarakhand,2020-08-26,11201,213,16014,289,6,485
Uttarakhand,2020-08-27,11524,219,16549,323,6,535
Uttarakhand,2020-08-28,11775,228,17277,251,9,728
Uttarakhand,2020-08-29,12124,239,17865,349,11,588
Uttarakhand,2020-08-30,12586,250,18571,462,11,706
Uttarakhand,2020-08-31,13066,257,19235,480,7,664
Uttarakhand,2020-09-01,13650,269,19827,584,12,592
Uttarakhand,2020-09-02,14076,280,20398,426,11,571
Uttarakhand,2020-09-03,14501,291,21234,425,11,836
Uttarakhand,2020-09-04,15009,300,22180,508,9,946
Uttarakhand,2020-09-05,15511,312,23011,502,12,831
Uttarakhand,2020-09-06,16056,330,23961,545,18,950
Uttarakhand,2020-09-07,16648,341,24629,592,11,668
Uttarakhand,2020-09-08,17123,348,25436,475,7,807
Uttarakhand,2020-09-09,17473,360,26094,350,12,658
Uttarakhand,2020-09-10,18262,372,27211,789,12,1117
Uttarakhand,2020-09-11,18783,377,28266,521,5,1055
Uttarakhand,2020-09-12,19428,388,29221,645,11,955
Uttarakhand,2020-09-13,20153,402,30336,725,14,1115
Uttarakhand,2020-09-14,21040,414,31973,887,12,1637
Uttarakhand,2020-09-15,22213,429,33016,1173,15,1043
Uttarakhand,2020-09-16,23230,438,34407,1017,9,1391
Uttarakhand,2020-09-17,24432,447,35947,1202,9,1540
Uttarakhand,2020-09-18,24965,460,37139,533,13,1192
Uttarakhand,2020-09-19,26250,464,38007,1285,4,868
Uttarakhand,2020-09-20,27142,478,40085,892,14,2078
Uttarakhand,2020-09-21,28017,491,40963,875,13,878
Uttarakhand,2020-09-22,29201,501,41777,1184,10,814
Uttarakhand,2020-09-23,30308,512,42651,1107,11,874
Uttarakhand,2020-09-24,31324,529,43720,1016,17,1069
Uttarakhand,2020-09-25,32355,542,44404,1031,13,684
Uttarakhand,2020-09-26,33843,555,45332,1488,13,928
Uttarakhand,2020-09-27,34859,566,46281,1016,11,949
Uttarakhand,2020-09-28,35672,574,47045,813,8,764
Uttarakhand,2020-09-29,36856,580,47502,1184,6,457
Uttarakhand,2020-09-30,38282,591,47995,1426,11,493
Uttarakhand,2020-10-01,39278,611,49000,996,20,1005
Uttarakhand,2020-10-02,40079,625,49248,801,14,248
Uttarakhand,2020-10-03,40419,636,49559,340,11,311
Uttarakhand,2020-10-04,41338,648,50062,919,12,503
Uttarakhand,2020-10-05,41740,652,51481,402,4,1419
Uttarakhand,2020-10-06,42621,669,51991,881,17,510
Uttarakhand,2020-10-07,43238,677,52329,617,8,338
Uttarakhand,2020-10-08,43904,688,52959,666,11,630
Uttarakhand,2020-10-09,44808,702,53359,904,14,400
Uttarakhand,2020-10-10,46058,716,54063,1250,14,704
Uttarakhand,2020-10-11,46470,734,54525,412,18,462
Uttarakhand,2020-10-12,46931,747,55051,461,13,526
Uttarakhand,2020-10-13,47609,762,55347,678,15,296
Uttarakhand,2020-10-14,48283,782,55641,674,20,294
Uttarakhand,2020-10-15,49129,796,56070,846,14,429
Uttarakhand,2020-10-16,49997,814,56493,868,18,423
Uttarakhand,2020-10-17,50521,829,57042,524,15,549
Uttarakhand,2020-10-18,51186,924,57648,665,95,606
Uttarakhand,2020-10-19,51369,927,58024,183,3,376
Uttarakhand,2020-10-20,51900,933,58360,531,6,336
Uttarakhand,2020-10-21,52291,946,58601,391,13,241
Uttarakhand,2020-10-22,53061,960,59106,770,14,505
Uttarakhand,2020-10-23,53643,968,59508,582,8,402
Uttarakhand,2020-10-24,54161,979,59796,518,11,288
Uttarakhand,2020-10-25,54629,984,60155,468,5,359
Uttarakhand,2020-10-26,54958,993,60376,329,9,221
Uttarakhand,2020-10-27,55663,1001,60744,705,8,368
Uttarakhand,2020-10-28,56085,1007,60957,422,6,213
Uttarakhand,2020-10-29,56556,1009,61261,471,2,304
Uttarakhand,2020-10-30,57012,1009,61566,456,0,305
Uttarakhand,2020-10-31,57270,1011,61915,258,2,349
Uttarakhand,2020-11-01,57422,1023,62328,152,12,413
